"ecoregion","TAXA","value"
"NT0908","Amphibians",44
"NT0909","Amphibians",25
"NT1001","Amphibians",14
"NT1002","Amphibians",26
"NT1003","Amphibians",28
"NT1004","Amphibians",14
"NT1005","Amphibians",11
"NT1006","Amphibians",90
"NT1007","Amphibians",4
"NT1008","Amphibians",13
"NT1010","Amphibians",10
"NT1201","Amphibians",6
"NT1301","Amphibians",3
"NT1303","Amphibians",0
"NT1304","Amphibians",51
"NT1305","Amphibians",14
"NT1306","Amphibians",24
"NT1307","Amphibians",1
"NT1308","Amphibians",8
"NT1309","Amphibians",14
"NT1312","Amphibians",23
"NT1313","Amphibians",2
"NT1314","Amphibians",2
"NT1315","Amphibians",9
"NT1316","Amphibians",28
"NT1318","Amphibians",0
"NT1401","Amphibians",14
"NT1402","Amphibians",59
"NT1403","Amphibians",52
"NT1404","Amphibians",0
"NT1405","Amphibians",35
"NT1406","Amphibians",61
"NT1407","Amphibians",55
"OC0103","Amphibians",0
"OC0105","Amphibians",2
"OC0106","Amphibians",0
"OC0108","Amphibians",0
"OC0109","Amphibians",0
"OC0110","Amphibians",1
"OC0112","Amphibians",0
"OC0114","Amphibians",0
"OC0115","Amphibians",0
"OC0117","Amphibians",0
"OC0201","Amphibians",2
"OC0202","Amphibians",0
"OC0203","Amphibians",0
"OC0701","Amphibians",0
"OC0702","Amphibians",0
"PA0101","Amphibians",67
"PA0102","Amphibians",79
"PA0401","Amphibians",18
"PA0402","Amphibians",23
"PA0403","Amphibians",0
"PA0404","Amphibians",18
"PA0405","Amphibians",15
"PA0406","Amphibians",21
"PA0407","Amphibians",8
"PA0408","Amphibians",15
"PA0409","Amphibians",6
"PA0410","Amphibians",5
"PA0411","Amphibians",14
"PA0412","Amphibians",18
"PA0413","Amphibians",15
"PA0414","Amphibians",14
"PA0415","Amphibians",52
"PA0416","Amphibians",11
"PA0417","Amphibians",41
"PA0418","Amphibians",18
"PA0419","Amphibians",16
"PA0420","Amphibians",5
"PA0421","Amphibians",6
"PA0422","Amphibians",15
"PA0423","Amphibians",4
"PA0424","Amphibians",15
"PA0425","Amphibians",0
"PA0426","Amphibians",17
"PA0427","Amphibians",24
"PA0428","Amphibians",28
"PA0429","Amphibians",5
"PA0430","Amphibians",14
"PA0431","Amphibians",19
"PA0432","Amphibians",16
"PA0433","Amphibians",16
"PA0434","Amphibians",31
"PA0435","Amphibians",15
"PA0436","Amphibians",15
"PA0437","Amphibians",25
"PA0438","Amphibians",5
"PA0439","Amphibians",9
"PA0440","Amphibians",29
"PA0441","Amphibians",26
"PA0442","Amphibians",1
"PA0443","Amphibians",9
"PA0444","Amphibians",9
"PA0445","Amphibians",22
"PA0446","Amphibians",10
"PA0501","Amphibians",24
"PA0502","Amphibians",6
"PA0503","Amphibians",5
"PA0504","Amphibians",18
"PA0505","Amphibians",7
"PA0506","Amphibians",3
"PA0507","Amphibians",6
"PA0508","Amphibians",5
"PA0509","Amphibians",39
"PA0510","Amphibians",4
"PA0511","Amphibians",20
"PA0512","Amphibians",2
"PA0513","Amphibians",3
"PA0514","Amphibians",25
"PA0515","Amphibians",8
"PA0516","Amphibians",27
"PA0517","Amphibians",7
"PA0518","Amphibians",68
"PA0519","Amphibians",6
"PA0520","Amphibians",4
"PA0521","Amphibians",4
"PA0601","Amphibians",7
"PA0602","Amphibians",0
"PA0603","Amphibians",1
"PA0604","Amphibians",1
"PA0605","Amphibians",3
"PA0606","Amphibians",7
"PA0607","Amphibians",4
"PA0608","Amphibians",11
"PA0609","Amphibians",5
"PA0610","Amphibians",10
"PA0611","Amphibians",8
"PA0801","Amphibians",2
"PA0802","Amphibians",5
"PA0803","Amphibians",4
"PA0804","Amphibians",4
"PA0805","Amphibians",14
"PA0806","Amphibians",4
"PA0807","Amphibians",0
"PA0808","Amphibians",5
"PA0809","Amphibians",10
"PA0810","Amphibians",9
"PA0811","Amphibians",3
"PA0812","Amphibians",3
"PA0813","Amphibians",8
"PA0814","Amphibians",17
"PA0815","Amphibians",1
"PA0816","Amphibians",4
"PA0817","Amphibians",6
"PA0818","Amphibians",5
"PA0901","Amphibians",11
"PA0902","Amphibians",8
"PA0903","Amphibians",8
"PA0904","Amphibians",8
"PA0905","Amphibians",4
"PA0906","Amphibians",4
"PA0907","Amphibians",11
"PA0908","Amphibians",9
"PA1001","Amphibians",4
"PA1002","Amphibians",5
"PA1003","Amphibians",27
"PA1004","Amphibians",3
"PA1005","Amphibians",2
"PA1006","Amphibians",6
"PA1007","Amphibians",0
"PA1008","Amphibians",3
"PA1009","Amphibians",3
"PA1010","Amphibians",4
"PA1011","Amphibians",1
"PA1012","Amphibians",4
"PA1013","Amphibians",8
"PA1014","Amphibians",3
"PA1015","Amphibians",2
"PA1016","Amphibians",2
"PA1017","Amphibians",30
"PA1018","Amphibians",4
"PA1019","Amphibians",5
"PA1020","Amphibians",6
"PA1021","Amphibians",11
"PA1022","Amphibians",3
"PA1101","Amphibians",0
"PA1102","Amphibians",1
"PA1103","Amphibians",1
"PA1104","Amphibians",1
"PA1105","Amphibians",1
"PA1106","Amphibians",1
"PA1107","Amphibians",2
"PA1108","Amphibians",2
"PA1109","Amphibians",0
"PA1110","Amphibians",4
"PA1111","Amphibians",1
"PA1112","Amphibians",2
"PA1113","Amphibians",0
"PA1114","Amphibians",3
"PA1201","Amphibians",19
"PA1202","Amphibians",12
"PA1203","Amphibians",2
"PA1204","Amphibians",7
"PA1205","Amphibians",5
"PA1206","Amphibians",3
"PA1207","Amphibians",9
"PA1208","Amphibians",11
"PA1209","Amphibians",16
"PA1210","Amphibians",20
"PA1211","Amphibians",22
"PA1212","Amphibians",7
"PA1213","Amphibians",5
"PA1214","Amphibians",6
"PA1215","Amphibians",24
"PA1216","Amphibians",17
"PA1217","Amphibians",14
"PA1218","Amphibians",12
"PA1219","Amphibians",7
"PA1220","Amphibians",12
"PA1221","Amphibians",17
"PA1222","Amphibians",21
"PA1301","Amphibians",2
"PA1302","Amphibians",5
"PA1303","Amphibians",2
"PA1304","Amphibians",4
"PA1305","Amphibians",9
"PA1306","Amphibians",5
"PA1307","Amphibians",8
"PA1308","Amphibians",5
"PA1309","Amphibians",3
"PA1310","Amphibians",3
"PA1311","Amphibians",3
"PA1312","Amphibians",2
"PA1313","Amphibians",5
"PA1314","Amphibians",2
"PA1315","Amphibians",1
"PA1316","Amphibians",0
"PA1317","Amphibians",4
"PA1318","Amphibians",5
"PA1319","Amphibians",3
"PA1320","Amphibians",0
"PA1321","Amphibians",6
"PA1322","Amphibians",2
"PA1323","Amphibians",1
"PA1324","Amphibians",0
"PA1325","Amphibians",0
"PA1326","Amphibians",7
"PA1327","Amphibians",8
"PA1328","Amphibians",7
"PA1329","Amphibians",6
"PA1330","Amphibians",3
"PA1331","Amphibians",0
"PA1332","Amphibians",6
"PA1333","Amphibians",6
"AA0101","Reptiles",29
"AA0102","Reptiles",53
"AA0103","Reptiles",60
"AA0104","Reptiles",24
"AA0105","Reptiles",79
"AA0106","Reptiles",60
"AA0107","Reptiles",81
"AA0108","Reptiles",60
"AA0109","Reptiles",2
"AA0110","Reptiles",34
"AA0111","Reptiles",52
"AA0112","Reptiles",37
"AA0113","Reptiles",66
"AA0114","Reptiles",2
"AA0115","Reptiles",117
"AA0116","Reptiles",23
"AA0117","Reptiles",164
"AA0118","Reptiles",54
"AA0119","Reptiles",71
"AA0120","Reptiles",119
"AA0121","Reptiles",107
"AA0122","Reptiles",110
"AA0123","Reptiles",108
"AA0124","Reptiles",57
"AA0125","Reptiles",43
"AA0126","Reptiles",27
"AA0127","Reptiles",43
"AA0128","Reptiles",109
"AA0201","Reptiles",56
"AA0202","Reptiles",32
"AA0203","Reptiles",26
"AA0204","Reptiles",54
"AA0401","Reptiles",1
"AA0402","Reptiles",174
"AA0403","Reptiles",2
"AA0404","Reptiles",7
"AA0405","Reptiles",15
"AA0406","Reptiles",16
"AA0407","Reptiles",4
"AA0408","Reptiles",12
"AA0409","Reptiles",90
"AA0410","Reptiles",4
"AA0411","Reptiles",15
"AA0412","Reptiles",16
"AA0413","Reptiles",16
"AA0414","Reptiles",1
"AA0701","Reptiles",126
"AA0702","Reptiles",163
"AA0703","Reptiles",131
"AA0704","Reptiles",149
"AA0705","Reptiles",139
"AA0706","Reptiles",191
"AA0707","Reptiles",141
"AA0708","Reptiles",65
"AA0709","Reptiles",127
"AA0801","Reptiles",10
"AA0802","Reptiles",93
"AA0803","Reptiles",127
"AA1001","Reptiles",54
"AA1002","Reptiles",6
"AA1003","Reptiles",9
"AA1101","Reptiles",0
"AA1201","Reptiles",109
"AA1202","Reptiles",99
"AA1203","Reptiles",85
"AA1204","Reptiles",45
"AA1205","Reptiles",81
"AA1206","Reptiles",76
"AA1207","Reptiles",124
"AA1208","Reptiles",45
"AA1209","Reptiles",138
"AA1210","Reptiles",71
"AA1301","Reptiles",151
"AA1302","Reptiles",135
"AA1303","Reptiles",104
"AA1304","Reptiles",144
"AA1305","Reptiles",135
"AA1306","Reptiles",100
"AA1307","Reptiles",123
"AA1308","Reptiles",121
"AA1309","Reptiles",145
"AA1310","Reptiles",141
"AA1401","Reptiles",38
"AT0101","Reptiles",127
"AT0102","Reptiles",110
"AT0103","Reptiles",36
"AT0104","Reptiles",73
"AT0105","Reptiles",18
"AT0106","Reptiles",65
"AT0107","Reptiles",120
"AT0108","Reptiles",60
"AT0109","Reptiles",83
"AT0110","Reptiles",65
"AT0111","Reptiles",82
"AT0112","Reptiles",59
"AT0113","Reptiles",26
"AT0114","Reptiles",47
"AT0115","Reptiles",32
"AT0116","Reptiles",83
"AT0117","Reptiles",147
"AT0118","Reptiles",152
"AT0119","Reptiles",98
"AT0120","Reptiles",18
"AT0121","Reptiles",50
"AT0122","Reptiles",59
"AT0123","Reptiles",67
"AT0124","Reptiles",109
"AT0125","Reptiles",182
"AT0126","Reptiles",116
"AT0127","Reptiles",22
"AT0128","Reptiles",122
"AT0129","Reptiles",68
"AT0130","Reptiles",79
"AT0201","Reptiles",14
"AT0202","Reptiles",97
"AT0203","Reptiles",34
"AT0701","Reptiles",80
"AT0702","Reptiles",96
"AT0703","Reptiles",0
"AT0704","Reptiles",173
"AT0705","Reptiles",112
"AT0706","Reptiles",94
"AT0707","Reptiles",114
"AT0708","Reptiles",36
"AT0709","Reptiles",86
"AT0710","Reptiles",16
"AT0711","Reptiles",91
"AT0712","Reptiles",136
"AT0713","Reptiles",105
"AT0714","Reptiles",58
"AT0715","Reptiles",170
"AT0716","Reptiles",83
"AT0717","Reptiles",127
"AT0718","Reptiles",116
"AT0719","Reptiles",114
"AT0721","Reptiles",111
"AT0722","Reptiles",120
"AT0723","Reptiles",117
"AT0724","Reptiles",48
"AT0725","Reptiles",153
"AT0726","Reptiles",80
"AT0801","Reptiles",16
"AT0802","Reptiles",0
"AT0803","Reptiles",0
"AT0901","Reptiles",1
"AT0902","Reptiles",8
"AT0903","Reptiles",11
"AT0904","Reptiles",12
"AT0905","Reptiles",19
"AT0906","Reptiles",49
"AT0907","Reptiles",80
"AT0908","Reptiles",8
"AT1001","Reptiles",43
"AT1002","Reptiles",46
"AT1003","Reptiles",29
"AT1004","Reptiles",112
"AT1005","Reptiles",9
"AT1006","Reptiles",57
"AT1007","Reptiles",54
"AT1008","Reptiles",16
"AT1009","Reptiles",65
"AT1010","Reptiles",58
"AT1011","Reptiles",21
"AT1012","Reptiles",59
"AT1013","Reptiles",9
"AT1014","Reptiles",36
"AT1015","Reptiles",46
"AT1201","Reptiles",51
"AT1202","Reptiles",63
"AT1203","Reptiles",67
"AT1302","Reptiles",67
"AT1303","Reptiles",7
"AT1304","Reptiles",25
"AT1305","Reptiles",76
"AT1306","Reptiles",50
"AT1307","Reptiles",20
"AT1308","Reptiles",0
"AT1309","Reptiles",101
"AT1310","Reptiles",59
"AT1311","Reptiles",85
"AT1312","Reptiles",58
"AT1313","Reptiles",23
"AT1314","Reptiles",62
"AT1315","Reptiles",65
"AT1316","Reptiles",111
"AT1318","Reptiles",28
"AT1319","Reptiles",43
"AT1320","Reptiles",66
"AT1321","Reptiles",30
"AT1322","Reptiles",89
"AT1401","Reptiles",8
"AT1402","Reptiles",7
"AT1403","Reptiles",7
"AT1404","Reptiles",3
"AT1405","Reptiles",5
"IM0101","Reptiles",0
"IM0102","Reptiles",230
"IM0103","Reptiles",107
"IM0104","Reptiles",119
"IM0105","Reptiles",3
"IM0106","Reptiles",69
"IM0107","Reptiles",50
"IM0108","Reptiles",65
"IM0109","Reptiles",7
"IM0110","Reptiles",10
"IM0111","Reptiles",33
"IM0112","Reptiles",66
"IM0113","Reptiles",91
"IM0114","Reptiles",97
"IM0115","Reptiles",2
"IM0116","Reptiles",6
"IM0117","Reptiles",48
"IM0118","Reptiles",148
"IM0119","Reptiles",112
"IM0120","Reptiles",42
"IM0121","Reptiles",78
"IM0122","Reptiles",55
"IM0123","Reptiles",116
"IM0124","Reptiles",46
"IM0125","Reptiles",6
"IM0126","Reptiles",52
"IM0127","Reptiles",63
"IM0128","Reptiles",78
"IM0129","Reptiles",131
"IM0130","Reptiles",57
"IM0131","Reptiles",71
"IM0132","Reptiles",55
"IM0133","Reptiles",43
"IM0134","Reptiles",43
"IM0135","Reptiles",16
"IM0136","Reptiles",47
"IM0137","Reptiles",166
"IM0138","Reptiles",51
"IM0139","Reptiles",63
"IM0140","Reptiles",43
"IM0141","Reptiles",42
"IM0142","Reptiles",23
"IM0143","Reptiles",71
"IM0144","Reptiles",92
"IM0145","Reptiles",38
"IM0146","Reptiles",155
"IM0147","Reptiles",15
"IM0148","Reptiles",2
"IM0149","Reptiles",154
"IM0150","Reptiles",56
"IM0151","Reptiles",99
"IM0152","Reptiles",85
"IM0153","Reptiles",118
"IM0154","Reptiles",45
"IM0155","Reptiles",61
"IM0156","Reptiles",60
"IM0157","Reptiles",123
"IM0158","Reptiles",188
"IM0159","Reptiles",112
"IM0160","Reptiles",118
"IM0161","Reptiles",125
"IM0162","Reptiles",30
"IM0163","Reptiles",153
"IM0164","Reptiles",29
"IM0165","Reptiles",33
"IM0166","Reptiles",33
"IM0167","Reptiles",76
"IM0168","Reptiles",112
"IM0169","Reptiles",86
"IM0170","Reptiles",48
"IM0171","Reptiles",40
"IM0172","Reptiles",88
"IM0201","Reptiles",28
"IM0202","Reptiles",73
"IM0203","Reptiles",25
"IM0204","Reptiles",45
"IM0205","Reptiles",4
"IM0206","Reptiles",39
"IM0207","Reptiles",20
"IM0208","Reptiles",9
"IM0209","Reptiles",36
"IM0210","Reptiles",95
"IM0211","Reptiles",64
"IM0212","Reptiles",72
"IM0301","Reptiles",100
"IM0302","Reptiles",35
"IM0303","Reptiles",0
"IM0304","Reptiles",1
"IM0401","Reptiles",42
"IM0402","Reptiles",29
"IM0403","Reptiles",18
"IM0501","Reptiles",2
"IM0502","Reptiles",3
"IM0701","Reptiles",21
"IM0901","Reptiles",2
"IM1001","Reptiles",6
"IM1301","Reptiles",32
"IM1302","Reptiles",0
"IM1303","Reptiles",89
"IM1304","Reptiles",20
"IM1401","Reptiles",11
"IM1402","Reptiles",34
"IM1403","Reptiles",1
"IM1404","Reptiles",21
"IM1405","Reptiles",26
"IM1406","Reptiles",13
"NA0201","Reptiles",0
"NA0302","Reptiles",122
"NA0303","Reptiles",128
"NA0401","Reptiles",19
"NA0402","Reptiles",35
"NA0403","Reptiles",32
"NA0404","Reptiles",49
"NA0405","Reptiles",43
"NA0406","Reptiles",12
"NA0407","Reptiles",17
"NA0408","Reptiles",3
"NA0409","Reptiles",36
"NA0410","Reptiles",14
"NA0411","Reptiles",20
"NA0412","Reptiles",41
"NA0413","Reptiles",49
"NA0414","Reptiles",21
"NA0415","Reptiles",23
"NA0416","Reptiles",12
"NA0417","Reptiles",7
"NA0501","Reptiles",2
"NA0502","Reptiles",2
"NA0503","Reptiles",30
"NA0504","Reptiles",20
"NA0505","Reptiles",13
"NA0506","Reptiles",7
"NA0507","Reptiles",4
"NA0508","Reptiles",13
"NA0509","Reptiles",2
"NA0510","Reptiles",10
"NA0511","Reptiles",6
"NA0512","Reptiles",13
"NA0513","Reptiles",41
"NA0514","Reptiles",3
"NA0515","Reptiles",8
"NA0516","Reptiles",17
"NA0517","Reptiles",48
"NA0518","Reptiles",10
"NA0519","Reptiles",18
"NA0520","Reptiles",0
"NA0521","Reptiles",1
"NA0522","Reptiles",13
"NA0523","Reptiles",42
"NA0524","Reptiles",8
"NA0525","Reptiles",0
"NA0526","Reptiles",28
"NA0527","Reptiles",17
"NA0528","Reptiles",9
"NA0529","Reptiles",59
"NA0530","Reptiles",15
"NA0601","Reptiles",0
"NA0602","Reptiles",1
"NA0603","Reptiles",0
"NA0604","Reptiles",0
"NA0605","Reptiles",1
"NA0606","Reptiles",1
"NA0607","Reptiles",0
"NA0608","Reptiles",1
"NA0609","Reptiles",1
"NA0610","Reptiles",0
"NA0611","Reptiles",0
"NA0612","Reptiles",0
"NA0613","Reptiles",1
"NA0614","Reptiles",0
"NA0615","Reptiles",0
"NA0616","Reptiles",1
"NA0617","Reptiles",0
"NA0701","Reptiles",66
"NA0801","Reptiles",14
"NA0802","Reptiles",7
"NA0803","Reptiles",58
"NA0804","Reptiles",62
"NA0805","Reptiles",29
"NA0806","Reptiles",52
"NA0807","Reptiles",34
"NA0808","Reptiles",9
"NA0809","Reptiles",15
"NA0810","Reptiles",12
"NA0811","Reptiles",14
"NA0812","Reptiles",10
"NA0813","Reptiles",13
"NA0814","Reptiles",53
"NA0815","Reptiles",55
"NA1101","Reptiles",0
"NA1102","Reptiles",0
"NA1103","Reptiles",0
"NA1104","Reptiles",0
"NA1105","Reptiles",0
"NA1106","Reptiles",0
"NA1107","Reptiles",0
"NA1108","Reptiles",0
"NA1109","Reptiles",0
"NA1110","Reptiles",0
"NA1111","Reptiles",0
"NA1112","Reptiles",0
"NA1113","Reptiles",0
"NA1114","Reptiles",0
"NA1115","Reptiles",0
"NA1116","Reptiles",0
"NA1117","Reptiles",1
"NA1118","Reptiles",0
"NA1201","Reptiles",58
"NA1202","Reptiles",31
"NA1203","Reptiles",31
"NA1301","Reptiles",62
"NA1302","Reptiles",127
"NA1303","Reptiles",146
"NA1304","Reptiles",55
"NA1305","Reptiles",29
"NA1306","Reptiles",80
"NA1307","Reptiles",99
"NA1308","Reptiles",41
"NA1309","Reptiles",21
"NA1310","Reptiles",104
"NA1311","Reptiles",64
"NA1312","Reptiles",81
"NA1313","Reptiles",7
"NT0101","Reptiles",124
"NT0102","Reptiles",26
"NT0103","Reptiles",77
"NT0104","Reptiles",21
"NT0105","Reptiles",38
"NT0106","Reptiles",45
"NT0107","Reptiles",115
"NT0108","Reptiles",54
"NT0109","Reptiles",94
"NT0111","Reptiles",131
"NT0112","Reptiles",111
"NT0113","Reptiles",60
"NT0114","Reptiles",31
"NT0115","Reptiles",186
"NT0116","Reptiles",0
"NT0117","Reptiles",53
"NT0118","Reptiles",70
"NT0119","Reptiles",92
"NT0120","Reptiles",95
"NT0121","Reptiles",154
"NT0122","Reptiles",99
"NT0124","Reptiles",63
"NT0125","Reptiles",186
"NT0126","Reptiles",11
"NT0127","Reptiles",114
"NT0128","Reptiles",147
"NT0129","Reptiles",153
"NT0130","Reptiles",134
"NT0131","Reptiles",31
"NT0132","Reptiles",57
"NT0133","Reptiles",22
"NT0134","Reptiles",42
"NT0135","Reptiles",54
"NT0136","Reptiles",80
"NT0137","Reptiles",115
"NT0138","Reptiles",65
"NT0139","Reptiles",105
"NT0140","Reptiles",28
"NT0141","Reptiles",20
"NT0142","Reptiles",190
"NT0143","Reptiles",110
"NT0144","Reptiles",1
"NT0145","Reptiles",143
"NT0146","Reptiles",90
"NT0147","Reptiles",16
"NT0148","Reptiles",41
"NT0149","Reptiles",62
"NT0150","Reptiles",142
"NT0151","Reptiles",72
"NT0152","Reptiles",14
"NT0153","Reptiles",80
"NT0154","Reptiles",213
"NT0155","Reptiles",35
"NT0156","Reptiles",144
"NT0157","Reptiles",21
"NT0158","Reptiles",8
"NT0159","Reptiles",38
"NT0160","Reptiles",107
"NT0161","Reptiles",78
"NT0162","Reptiles",112
"NT0163","Reptiles",204
"NT0164","Reptiles",40
"NT0165","Reptiles",71
"NT0166","Reptiles",212
"NT0167","Reptiles",131
"NT0168","Reptiles",97
"NT0169","Reptiles",24
"NT0170","Reptiles",132
"NT0171","Reptiles",11
"NT0173","Reptiles",142
"NT0174","Reptiles",128
"NT0175","Reptiles",32
"NT0176","Reptiles",136
"NT0177","Reptiles",48
"NT0178","Reptiles",132
"NT0179","Reptiles",44
"NT0180","Reptiles",107
"NT0181","Reptiles",121
"NT0182","Reptiles",0
"NT0201","Reptiles",65
"NT0202","Reptiles",21
"NT0204","Reptiles",69
"NT0205","Reptiles",140
"NT0206","Reptiles",29
"NT0207","Reptiles",35
"NT0209","Reptiles",89
"NT0210","Reptiles",125
"NT0211","Reptiles",103
"NT0212","Reptiles",74
"NT0213","Reptiles",91
"NT0214","Reptiles",25
"NT0215","Reptiles",114
"NT0216","Reptiles",5
"NT0217","Reptiles",115
"NT0218","Reptiles",29
"NT0219","Reptiles",9
"NT0220","Reptiles",55
"NT0221","Reptiles",46
"NT0222","Reptiles",12
"NT0223","Reptiles",38
"NT0224","Reptiles",52
"NT0225","Reptiles",12
"NT0226","Reptiles",50
"NT0227","Reptiles",45
"NT0228","Reptiles",124
"NT0229","Reptiles",126
"NT0230","Reptiles",205
"NT0232","Reptiles",55
"NT0233","Reptiles",63
"NT0235","Reptiles",89
"NT0301","Reptiles",42
"NT0302","Reptiles",39
"NT0303","Reptiles",191
"NT0304","Reptiles",81
"NT0305","Reptiles",76
"NT0306","Reptiles",0
"NT0307","Reptiles",12
"NT0308","Reptiles",95
"NT0309","Reptiles",166
"NT0310","Reptiles",167
"NT0401","Reptiles",0
"NT0402","Reptiles",4
"NT0404","Reptiles",19
"NT0702","Reptiles",22
"NT0703","Reptiles",38
"NT0704","Reptiles",203
"NT0705","Reptiles",0
"NT0707","Reptiles",53
"NT0708","Reptiles",100
"NT0709","Reptiles",78
"NT0710","Reptiles",82
"NT0801","Reptiles",77
"NT0802","Reptiles",44
"NT0803","Reptiles",59
"NT0805","Reptiles",67
"NT0902","Reptiles",66
"NT0903","Reptiles",54
"NT0904","Reptiles",34
"NT0905","Reptiles",5
"NT0906","Reptiles",12
"NT0907","Reptiles",93
"NT0908","Reptiles",49
"NT0909","Reptiles",40
"NT1001","Reptiles",26
"NT1002","Reptiles",29
"NT1003","Reptiles",19
"NT1004","Reptiles",1
"NT1005","Reptiles",0
"NT1006","Reptiles",50
"NT1007","Reptiles",0
"NT1008","Reptiles",60
"NT1010","Reptiles",49
"NT1201","Reptiles",27
"NT1301","Reptiles",3
"NT1303","Reptiles",6
"NT1304","Reptiles",88
"NT1305","Reptiles",89
"NT1306","Reptiles",92
"NT1307","Reptiles",23
"NT1308","Reptiles",47
"NT1309","Reptiles",9
"NT1312","Reptiles",85
"NT1313","Reptiles",8
"NT1314","Reptiles",48
"NT1315","Reptiles",60
"NT1316","Reptiles",65
"NT1318","Reptiles",0
"NT1401","Reptiles",29
"NT1402","Reptiles",321
"NT1403","Reptiles",145
"NT1404","Reptiles",0
"NT1405","Reptiles",76
"NT1406","Reptiles",6
"NT1407","Reptiles",115
"OC0103","Reptiles",11
"OC0105","Reptiles",19
"OC0106","Reptiles",0
"OC0108","Reptiles",10
"OC0109","Reptiles",4
"OC0110","Reptiles",20
"OC0112","Reptiles",15
"OC0114","Reptiles",16
"OC0115","Reptiles",9
"OC0117","Reptiles",6
"OC0201","Reptiles",17
"OC0202","Reptiles",0
"OC0203","Reptiles",14
"OC0701","Reptiles",0
"OC0702","Reptiles",0
"PA0101","Reptiles",101
"PA0102","Reptiles",97
"PA0401","Reptiles",15
"PA0402","Reptiles",16
"PA0403","Reptiles",0
"PA0404","Reptiles",33
"PA0405","Reptiles",5
"PA0406","Reptiles",31
"PA0407","Reptiles",44
"PA0408","Reptiles",66
"PA0409","Reptiles",5
"PA0410","Reptiles",21
"PA0411","Reptiles",49
"PA0412","Reptiles",13
"PA0413","Reptiles",15
"PA0414","Reptiles",13
"PA0415","Reptiles",82
"PA0416","Reptiles",22
"PA0417","Reptiles",62
"PA0418","Reptiles",26
"PA0419","Reptiles",19
"PA0420","Reptiles",20
"PA0421","Reptiles",5
"PA0422","Reptiles",41
"PA0423","Reptiles",6
"PA0424","Reptiles",44
"PA0425","Reptiles",1
"PA0426","Reptiles",20
"PA0427","Reptiles",10
"PA0428","Reptiles",10
"PA0429","Reptiles",2
"PA0430","Reptiles",27
"PA0431","Reptiles",15
"PA0432","Reptiles",17
"PA0433","Reptiles",25
"PA0434","Reptiles",58
"PA0435","Reptiles",22
"PA0436","Reptiles",6
"PA0437","Reptiles",41
"PA0438","Reptiles",9
"PA0439","Reptiles",11
"PA0440","Reptiles",19
"PA0441","Reptiles",11
"PA0442","Reptiles",6
"PA0443","Reptiles",13
"PA0444","Reptiles",6
"PA0445","Reptiles",17
"PA0446","Reptiles",81
"PA0501","Reptiles",18
"PA0502","Reptiles",6
"PA0503","Reptiles",2
"PA0504","Reptiles",12
"PA0505","Reptiles",7
"PA0506","Reptiles",4
"PA0507","Reptiles",32
"PA0508","Reptiles",15
"PA0509","Reptiles",29
"PA0510","Reptiles",7
"PA0511","Reptiles",10
"PA0512","Reptiles",0
"PA0513","Reptiles",25
"PA0514","Reptiles",19
"PA0515","Reptiles",30
"PA0516","Reptiles",60
"PA0517","Reptiles",2
"PA0518","Reptiles",60
"PA0519","Reptiles",5
"PA0520","Reptiles",4
"PA0521","Reptiles",21
"PA0601","Reptiles",6
"PA0602","Reptiles",1
"PA0603","Reptiles",0
"PA0604","Reptiles",0
"PA0605","Reptiles",0
"PA0606","Reptiles",6
"PA0607","Reptiles",1
"PA0608","Reptiles",6
"PA0609","Reptiles",6
"PA0610","Reptiles",7
"PA0611","Reptiles",5
"PA0801","Reptiles",41
"PA0802","Reptiles",12
"PA0803","Reptiles",10
"PA0804","Reptiles",6
"PA0805","Reptiles",66
"PA0806","Reptiles",22
"PA0807","Reptiles",1
"PA0808","Reptiles",45
"PA0809","Reptiles",9
"PA0810","Reptiles",14
"PA0811","Reptiles",9
"PA0812","Reptiles",37
"PA0813","Reptiles",24
"PA0814","Reptiles",45
"PA0815","Reptiles",5
"PA0816","Reptiles",5
"PA0817","Reptiles",5
"PA0818","Reptiles",29
"PA0901","Reptiles",9
"PA0902","Reptiles",0
"PA0903","Reptiles",1
"PA0904","Reptiles",39
"PA0905","Reptiles",26
"PA0906","Reptiles",46
"PA0907","Reptiles",11
"PA0908","Reptiles",10
"PA1001","Reptiles",11
"PA1002","Reptiles",12
"PA1003","Reptiles",23
"PA1004","Reptiles",6
"PA1005","Reptiles",5
"PA1006","Reptiles",32
"PA1007","Reptiles",0
"PA1008","Reptiles",55
"PA1009","Reptiles",46
"PA1010","Reptiles",25
"PA1011","Reptiles",12
"PA1012","Reptiles",6
"PA1013","Reptiles",25
"PA1014","Reptiles",12
"PA1015","Reptiles",4
"PA1016","Reptiles",6
"PA1017","Reptiles",62
"PA1018","Reptiles",24
"PA1019","Reptiles",24
"PA1020","Reptiles",8
"PA1021","Reptiles",8
"PA1022","Reptiles",5
"PA1101","Reptiles",0
"PA1102","Reptiles",0
"PA1103","Reptiles",0
"PA1104","Reptiles",0
"PA1105","Reptiles",0
"PA1106","Reptiles",1
"PA1107","Reptiles",0
"PA1108","Reptiles",3
"PA1109","Reptiles",0
"PA1110","Reptiles",2
"PA1111","Reptiles",0
"PA1112","Reptiles",2
"PA1113","Reptiles",0
"PA1114","Reptiles",1
"PA1201","Reptiles",44
"PA1202","Reptiles",28
"PA1203","Reptiles",10
"PA1204","Reptiles",8
